Article_URL,Article_Title,Article_Author,Journal_Name,Journal_ISSN,Journal_eISSN,Article_Issue,Article_Pages,Article_Date,Article_DOI,Article_CitedBy,Article_Type,Article_OA,Article_Author_University,Article_Author_City,Article_Author_Country,Article_Volume
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/77956379364,The wisdom of folly: Disrupting masculinity in King of the Hill,Palmer-Mehta V.,Text and Performance Quarterly,10462937,14795760,2,181-198,1/1/2006,10.1080/10462930500517899,10,Article,FALSE,Oakland University,Rochester,United States,26
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/77952817186,A personal history of lust on bourbon street,Pelias R.,Text and Performance Quarterly,10462937,14795760,1,47-56,1/1/2006,10.1080/10462930500382427,2,Article,FALSE,Southern Illinois University at Carbondale,Carbondale,United States,26
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/70849098632,Patty and me: Performative encounters between an historical body and the history of images,Hall R.,Text and Performance Quarterly,10462937,14795760,4,347-370,1/1/2006,10.1080/10462930600829186,7,Article,FALSE,Louisiana State University,New Orleans,United States,26
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/40249102752,The dialogic performative in critical ethnography,Madison D.,Text and Performance Quarterly,10462937,14795760,4,320-324,1/1/2006,10.1080/10462930600828675,56,Article,FALSE,The University of North Carolina at Chapel Hill,Chapel Hill,United States,26
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/40249086300,Marking new directions in performance ethnography,Pollock D.,Text and Performance Quarterly,10462937,14795760,4,325-329,1/1/2006,10.1080/10462930600828733,27,Article,FALSE,The University of North Carolina at Chapel Hill,Chapel Hill,United States,26
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023832308,Editor’s Note,Bowman M.,Text and Performance Quarterly,10462937,14795760,2,91-92,1/1/2005,10.1080/10462930500122617,0,Editorial,FALSE,,,,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023732738,Busted flat in baton rouge,Shaffer T.,Text and Performance Quarterly,10462937,14795760,1,57-69,1/1/2005,10.1080/10462930500052350,2,Note,FALSE,,,,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023702666,Two Positions on Menopause and Desire,Pelias R.,Text and Performance Quarterly,10462937,14795760,3,290-292,1/1/2005,10.1080/10462930500210008,0,Note,FALSE,Southern Illinois University,IL,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023689319,One (wo)man band: Sideshadows and odd corners in busted flat in baton rouge,Suchy P.,Text and Performance Quarterly,10462937,14795760,1,75-78,1/1/2005,10.1080/10462930500052418,0,Note,FALSE,Louisiana State University,Baton Rouge,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023686112,Get it while you can: Dis/locating subjectivity in busted flat in Baton Rouge,Whitney E.,Text and Performance Quarterly,10462937,14795760,1,79-82,1/1/2005,10.1080/10462930500052426,0,Note,FALSE,University of Wisconsin-Milwaukee,Milwaukee,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023663254,The indeterminate third person in busted flat in baton rouge,Shaffer T.S.,Text and Performance Quarterly,10462937,14795760,1,70-74,1/1/2005,10.1080/10462930500055502,1,Note,FALSE,Louisiana State University,New Orleans,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023659825,"Jorie graham’s subversive poetics: Appetites of mind, empire-building, and the spaces of lyric performativity",Strine M.,Text and Performance Quarterly,10462937,14795760,1,13-Mar,1/1/2005,10.1080/10462930500052269,1,Article,FALSE,The University of Utah,Salt Lake City,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023650999,Strands of sand,Ells K.,Text and Performance Quarterly,10462937,14795760,3,239-253,1/1/2005,10.1080/10462930500210040,0,Article,FALSE,Louisiana State University,New Orleans,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023650799,Fake ID: A mystory/response to Busted flat in Baton Rouge,Heaton D.,Text and Performance Quarterly,10462937,14795760,1,83-89,1/1/2005,10.1080/10462930500052608,0,Article,FALSE,Capital University,Columbus,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85016718838,Pro(re-)claiming loss: A performance pilgrimage in search of malintzin tenépal,Calafell B.,Text and Performance Quarterly,10462937,14795760,1,43-56,1/1/2005,10.1080/10462930500052327,26,Article,FALSE,Syracuse University,Syracuse,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85015227257,“What happens [in Vegas]”: Performing the post-tourist flâneur in “New York” and “Paris”,Wood A.,Text and Performance Quarterly,10462937,14795760,4,315-333,1/1/2005,10.1080/10462930500362403,24,Article,FALSE,San Jose State University,San Jose,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85011608649,"Live(s) online: Narrative performance, presence, and community in livejournal.com",Lindemann K.,Text and Performance Quarterly,10462937,14795760,4,354-372,1/1/2005,10.1080/10462930500362494,12,Article,FALSE,Arizona State University,Tempe,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85006640857,Menopause &amp; desire or 452 positions on love,Jenkins M.,Text and Performance Quarterly,10462937,14795760,3,254-281,1/1/2005,10.1080/10462930500210156,1,Note,FALSE,San Francisco State University,San Francisco,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85006544266,"(M)othering loss: Telling adoption stories, telling performativity",Jones S.H.,Text and Performance Quarterly,10462937,14795760,2,113-135,1/1/2005,10.1080/10462930500122716,28,Article,FALSE,University of South Florida,Tampa,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84963650696,Ambition vs. Inflation in the poetry of jorie graham: A lesson for autoperformance,Gingrich-Philbrook C.,Text and Performance Quarterly,10462937,14795760,1,27-42,1/1/2005,10.1080/10462930500052319,5,Article,FALSE,Southern Illinois University at Carbondale,Carbondale,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84938676696,Coyote’s tale on the old oregon trail: Challenging cultural memory through narrative at the tamástslikt cultural institute,Miller J.,Text and Performance Quarterly,10462937,14795760,3,220-238,1/1/2005,10.1080/10462930500271786,3,Article,FALSE,Linfield College,McMinnville,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84920841431,Carnivalesque Protest and the Humorless State,Bruner M.,Text and Performance Quarterly,10462937,14795760,2,136-155,1/1/2005,10.1080/10462930500122773,55,Article,FALSE,Georgia State University,Atlanta,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84905302661,"Regions of likeness: The poetry of jorie graham, dance, and citational solidarity",Hamera J.,Text and Performance Quarterly,10462937,14795760,1,14-26,1/1/2005,10.1080/10462930500052285,6,Article,FALSE,"California State University, Los Angeles",Los Angeles,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84887143555,Sexuality in the city,Barnes N.,Text and Performance Quarterly,10462937,14795760,3,293-295,1/1/2005,10.1080/10462930500210115,1,Note,FALSE,Virginia Commonwealth University,Richmond,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/79957913507,Hearing ghosts and speaking spaces: A conversation with performance,Wagner M.,Text and Performance Quarterly,10462937,14795760,2,171-185,1/1/2005,10.1080/10462930500122880,1,Article,FALSE,Victoria University of Wellington,Wellington,New Zealand,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/77951146412,"The space between: Phenomenologies of audience, performer, and place for three performances of Menopause and Desire",Logan C.,Text and Performance Quarterly,10462937,14795760,3,282-289,1/1/2005,10.1080/10462930500210057,2,Note,FALSE,"California State University, Northridge",Northridge,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/74949096304,Sex acts beyond boundaries and binaries: A feminist challenge for self care in performance studies,Bell E.,Text and Performance Quarterly,10462937,14795760,3,187-219,1/1/2005,10.1080/10462930500271752,11,Article,FALSE,"University of South Florida, Tampa",Tampa,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/44949238630,"All the (dis)comforts of home: Place, gendered self-fashioning, and solidarity in a ballet studio",Hamera J.,Text and Performance Quarterly,10462937,14795760,2,93-112,1/1/2005,10.1080/10462930500122674,14,Article,FALSE,"California State University, Los Angeles",Los Angeles,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/44949129788,Remembering Praxis: Performance in the digital age,Chvasta M.,Text and Performance Quarterly,10462937,14795760,2,156-170,1/1/2005,10.1080/10462930500122815,12,Article,FALSE,University of South Florida,Tampa,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/34248715905,"Performing english, performing bodies: A case for critical performative language pedagogy",Louis R.,Text and Performance Quarterly,10462937,14795760,4,334-353,1/1/2005,10.1080/10462930500362528,7,Article,FALSE,Xavier University of Louisiana,New Orleans,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/33846333428,Autoethnography’s family values: Easy access to compulsory experiences,Gingrich-Philbrook C.,Text and Performance Quarterly,10462937,14795760,4,297-314,1/1/2005,10.1080/10462930500362445,72,Article,FALSE,Southern Illinois University at Carbondale,Carbondale,United States,25
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023898503,"Redemption, doubt, benediction",Dolan J.,Text and Performance Quarterly,10462937,14795760,2,196-200,1/1/2004,10.1080/1046293042000288416,1,Article,FALSE,The University of Texas at Austin,Austin,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023875468,Performance in review: Forum on memory’s caretaker,Bonin-Rodriguez P.,Text and Performance Quarterly,10462937,14795760,2,182-184,1/1/2004,10.1080/1046293042000288380,0,Article,FALSE,,,,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023848160,"Commedia dell’arte: Characters, scenarios, and rhetoric",Schmitt N.,Text and Performance Quarterly,10462937,14795760,1,55-73,1/1/2004,10.1080/1046293042000239438,1,Article,FALSE,University of Illinois at Chicago,Chicago,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023822494,"A tpq interview: Tony kushner on theatre, politics, and culture",Taft-Kaufman J.,Text and Performance Quarterly,10462937,14795760,1,38-54,1/1/2004,10.1080/1046293042000239429,3,Article,FALSE,Central Michigan University,Mount Pleasant,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023796113,A letter to paul,Corey F.,Text and Performance Quarterly,10462937,14795760,2,185-190,1/1/2004,10.1080/1046293042000288399,0,Article,FALSE,Arizona State University,Tempe,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023790524,"The left rewriting america’s best historical fiction finalist: The january 20, 2001 “inaugural bawl” in tallahassee, florida",Nudd D.,Text and Performance Quarterly,10462937,14795760,1,74-88,1/1/2004,10.1080/1046293042000239456,0,Article,FALSE,Florida State University,Tallahassee,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85007077128,A long way toward compassion,Russell L.,Text and Performance Quarterly,10462937,14795760,4-Mar,233-254,1/1/2004,10.1080/1046293042000312751,6,Article,FALSE,Hofstra University,Hempstead,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84949772646,"Personal narrative, dialogism, and the performance of “truth” in complaints of a dutiful daughter",Bergman T.,Text and Performance Quarterly,10462937,14795760,1,20-37,1/1/2004,10.1080/1046293042000239410,3,Article,FALSE,"California State University, Chico",Chico,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84885520839,Performing in/outside islam: Music and gendered cultural politics in the middle east and North Africa,Lengel L.,Text and Performance Quarterly,10462937,14795760,4-Mar,212-232,1/1/2004,10.1080/1046293042000312742,7,Article,FALSE,Bowling Green State University,Bowling Green,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84885064858,Performing identity: Touristic narratives of self-change,Noy C.,Text and Performance Quarterly,10462937,14795760,2,115-138,1/1/2004,10.1080/1046293042000288353,55,Article,FALSE,,,,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84885039949,Performing backpacking: Constructing “authenticity” every step of the way,Shaffer T.,Text and Performance Quarterly,10462937,14795760,2,139-160,1/1/2004,10.1080/1046293042000288362,39,Article,FALSE,Louisiana State University,Baton Rouge,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84869219647,Memory’s vigil: Witnessing departures in paul bonin-rodriguez’s memory’s caretaker,Menchaca D.,Text and Performance Quarterly,10462937,14795760,2,205-208,1/1/2004,10.1080/1046293042000288434,1,Article,FALSE,Bowling Green State University,Bowling Green,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84862598357,Race lynching and christian evangelicalism: Performances of faith,Ehrenhaus P.,Text and Performance Quarterly,10462937,14795760,4-Mar,276-301,1/1/2004,10.1080/1046293042000312779,16,Article,FALSE,Pacific Lutheran University,Tacoma,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84859875845,Introduction,Corey F.,Text and Performance Quarterly,10462937,14795760,4-Mar,209-211,1/1/2004,10.1080/1046293042000312733,1,Review,FALSE,Arizona State University,Tempe,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84859849776,Dancing on the emerald table: (Mis)adventures in performance and esoterica,Gharavi L.,Text and Performance Quarterly,10462937,14795760,4-Mar,348-363,1/1/2004,10.1080/1046293042000312805,2,Article,FALSE,Arizona State University,Tempe,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/79960951511,Telling the untold tales: Memory’s caretaker,Gentile J.,Text and Performance Quarterly,10462937,14795760,2,201-204,1/1/2004,10.1080/1046293042000288425,1,Article,FALSE,Kennesaw State University,Kennesaw,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/79952826934,Acceptance and resistance in memory’s caretaker,Dillard S.,Text and Performance Quarterly,10462937,14795760,2,191-195,1/1/2004,10.1080/1046293042000288407,2,Article,FALSE,Georgia College &amp; State University,Milledgeville,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/77952846520,"Beyond complicity: Coherence, queer theory, and the rhetoric of the “gay christian movement”",Chávez K.,Text and Performance Quarterly,10462937,14795760,4-Mar,255-275,1/1/2004,10.1080/1046293042000312760,13,Article,FALSE,Arizona State University,Tempe,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/77952842649,At the unlikely confluence of conservative religion and popular culture: Fight club as heteronormative ritual,Westerfelhaus R.,Text and Performance Quarterly,10462937,14795760,4-Mar,302-326,1/1/2004,10.1080/1046293042000312788,10,Article,FALSE,College of Charleston,Charleston,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/44949090522,Mourning speech: Haunting and the spectral voices of nine-eleven,Gunn J.,Text and Performance Quarterly,10462937,14795760,2,91-114,1/1/2004,10.1080/1046293042000288344,32,Article,FALSE,Louisiana State University,Baton Rouge,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/39749188762,Islamic martyrdom in the postcolonial condition,Calhoun L.,Text and Performance Quarterly,10462937,14795760,4-Mar,327-347,1/1/2004,10.1080/1046293042000312797,7,Article,FALSE,The University of Utah,Salt Lake City,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/11944273946,The aesthetic of the unfinished: Ethics and performance,Fenske M.,Text and Performance Quarterly,10462937,14795760,1,19-Jan,1/1/2004,10.1080/1046293042000239447,28,Article,FALSE,University of South Carolina,Columbia,United States,24
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023708907,A tpq interview: Tim miller on autobiographical storytelling,Gentile J.,Text and Performance Quarterly,10462937,14795760,3,271-287,1/1/2003,10.1080/10462930310001635312,2,Article,FALSE,Kennesaw State University,Kennesaw,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85016988044,“Slaves with white collars”: Persistent performances of masculinity in crisis,Ashcraft K.,Text and Performance Quarterly,10462937,14795760,1,29-Jan,1/1/2003,10.1080/10462930310001602020,68,Article,FALSE,The University of Utah,Salt Lake City,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85007860030,Robert O’Hara’s insurrection: “Que(e)rying” history,Carpenter F.C.,Text and Performance Quarterly,10462937,14795760,2,186-204,1/1/2003,10.1080/1046293032000141365,4,Article,FALSE,Stanford University,Palo Alto,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84966726562,"Audiencing the audience: Playback theatre, performative writing, and social activism",Park-Fuller L.,Text and Performance Quarterly,10462937,14795760,3,288-310,1/1/2003,10.1080/10462930310001635321,22,Article,FALSE,Arizona State University,Tempe,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84878231479,Tim miller’s body (of work),Corey F.,Text and Performance Quarterly,10462937,14795760,3,253-270,1/1/2003,10.1080/10462930310001635303,6,Article,FALSE,Arizona State University,Tempe,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/84869574486,Josephine baker and la revue negre: From ethnography to performance,Henderson M.G.,Text and Performance Quarterly,10462937,14795760,2,107-133,1/1/2003,10.1080/1046293032000141338,15,Article,FALSE,The University of North Carolina at Chapel Hill,Chapel Hill,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/80053669305,"Touching history: Suzan-lori parks, Robbie McCauley and the black body",Young H.,Text and Performance Quarterly,10462937,14795760,2,134-153,1/1/2003,10.1080/1046293032000141374,13,Article,FALSE,Northwestern University,Evanston,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/79959808538,Performative law and the maintenance of interracial social boundaries: Assuaging antebellum fears of “white slavery” and the case of sally miller/salome muüller,Hasian M.,Text and Performance Quarterly,10462937,14795760,1,55-86,1/1/2003,10.1080/10462930310001602048,3,Article,FALSE,The University of Utah,Salt Lake City,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/77954900861,"Epaulettes and leaf skirts, warriors and subversives: Black national subjectivity in macbeth and haiti",Batiste S.,Text and Performance Quarterly,10462937,14795760,2,154-185,1/1/2003,10.1080/1046293032000141347,4,Article,FALSE,Carnegie Mellon University,Pittsburgh,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/77954694959,Embodied views to the visual through interdisciplinary and reflexive methodologies,Odendahl J.,Text and Performance Quarterly,10462937,14795760,1,87-104,1/1/2003,10.1080/10462930310001602057,3,Article,FALSE,The University of North Carolina at Chapel Hill,Chapel Hill,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/77249134684,Queering racial reproduction: “Unnatural acts” in angelina weld grimké’s “the closing door”,Brody J.D.V.,Text and Performance Quarterly,10462937,14795760,2,205-223,1/1/2003,10.1080/1046293032000141356,4,Article,FALSE,Northwestern University,Evanston,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/67651204808,"Touring “cancer alley,” louisiana: Performances of community and memory for environmental justice",Pezzullo P.,Text and Performance Quarterly,10462937,14795760,3,226-252,1/1/2003,10.1080/10462930310001635295,30,Article,FALSE,Indiana University Bloomington,Bloomington,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/61949435377,Better a witty fool than a foolish wit: The art of shakespeare’s chiasmus,Davis W.,Text and Performance Quarterly,10462937,14795760,4,311-330,1/1/2003,10.1080/1046293042000190595,5,Article,FALSE,,,,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/33947229892,Performing ambiguity: The passing of Ellen DeGeneres,Shugart H.A.,Text and Performance Quarterly,10462937,14795760,1,30-54,1/1/2003,10.1080/10462930310001602039,11,Article,FALSE,The University of Utah,Salt Lake City,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/33847130430,"Race, ethnicity, and performance a special issue of text and performance quarterly",Johnson E.,Text and Performance Quarterly,10462937,14795760,2,105-106,1/1/2003,10.1080/1046293032000141383,6,Note,FALSE,,,,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/33845785036,Love me gender: Normative homosexuality and “ex-gay” performativity in reparative therapy narratives,Bennett J.,Text and Performance Quarterly,10462937,14795760,4,331-352,1/1/2003,10.1080/1046293042000190603,15,Article,FALSE,Indiana University Bloomington,Bloomington,United States,23
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023898373,Victorian refashioning: Rosalind as a paragon of victorian womanhood,Yang S.,Text and Performance Quarterly,10462937,14795760,1,24-46,1/1/2002,10.1080/10462930216602,0,Article,FALSE,Worcester State University,Worcester,United States,22
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023889800,"Performativity, context, and agency: The process of audience response and its implications for performance",Lee-Brown E.,Text and Performance Quarterly,10462937,14795760,2,138-148,1/1/2002,10.1080/10462930216608,1,Article,FALSE,The University of Texas at Austin,Austin,United States,22
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023862420,"Performing, promising, and performing promises in sense and sensibility",Hennelly M.,Text and Performance Quarterly,10462937,14795760,1,63-77,1/1/2002,10.1080/10462930216604,0,Article,FALSE,"California State University, Sacramento",Sacramento,United States,22
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85023835854,Embodied ambivalence: Reiterating and transforming phallocentrism in the pillow book,Zukic N.,Text and Performance Quarterly,10462937,14795760,3,181-195,1/1/2002,10.1080/10462930216613,1,Article,FALSE,University of Minnesota System,null,United States,22
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
