search-results__entry__prism:url,title,author,publicationName,eIssn,Vol,issue,Pages,Date,Cited-by,university_affiliation,city,country,type,OA,issn
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/78549241662,Mapping the field of government communication research,Canel M.J.,Communication and Society,21740895,23,1,Jul-48,1/1/2010,7,Universidad Complutense de Madrid,Madrid,Spain,Article,FALSE,2140039
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/78549240606,How to improve the comprehension of television new,Liepins K.,Communication and Society,21740895,23,1,49-76,1/1/2010,1,"Universidad Santo Tomas, Santiago",Santiago,Chile,Article,FALSE,2140039
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/78549237187,Jim Jarmusch: From the American to the Eorldwide Insomnia (1980-1991),Ródenas G.,Communication and Society,21740895,23,1,275-297,1/1/2010,0,Universidad de Murcia,Murcia,Spain,Article,FALSE,2140039
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/78549236517,"Routines, values and other influences in the production of news: The testimony of four managing editors in Monterrey, Mexico",Frankenberg L.,Communication and Society,21740895,23,1,175-204,1/1/2010,3,Instituto de Comunicación Digital (ICODI) De la Universidad Metropolitana de Monterrey,Monterrey,Mexico,Article,FALSE,2140039
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/78549232310,"Soundtrack of the Spanish TV advertising: Shapes, genders and musical styles",Palencia-Lefler M.,Communication and Society,21740895,23,1,299-318,1/1/2010,1,Universitat Pompeu Fabra Barcelona,Barcelona,Spain,Article,FALSE,2140039
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/78149324276,Theoretical reflections on the concept of genre and the difficulties in its application to TV contents research,Gómez A.D.,Communication and Society,21740895,23,1,121-152,1/1/2010,2,Universidade de Vigo,Vigo,Spain,Article,FALSE,2140039
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85071086349,Everything in place: peace and harmony in an overcrowded home,Errázuriz T.,Visual Communication,17413214,18,4,507-518,11/1/2019,0,Universidad Andrés Bello,Santiago,Chile,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85068320724,"The (in)disputable ‘power’ of images of outrage: public acknowledgement, emotional reaction, and image recognition",Dahmen N.,Visual Communication,17413214,18,4,453-474,11/1/2019,1,University of Oregon,Eugene,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058638174,Jihadist visual communication strategy: ISIL’s hostage executions video production,Herfroy-Mischler A.,Visual Communication,17413214,18,4,519-548,11/1/2019,2,Hebrew University of Jerusalem,Jerusalem,Israel,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85051134933,Photorealistic computer-generated images are difficult to distinguish from digital photographs: a case study with professional photographers and photo-editors,Lehmuskallio A.,Visual Communication,17413214,18,4,427-451,11/1/2019,3,Tampereen Yliopisto,Tampere,Finland,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85047405031,What does knowledge look like? Interpreting diagrams as contemporary hieroglyphics,Bowen T.,Visual Communication,17413214,18,4,475-505,11/1/2019,1,University of Toronto,Toronto,Canada,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85042220186,The use of cartoon illustration for the assessment of social science concepts,Fradkin C.,Visual Communication,17413214,18,4,549-556,11/1/2019,0,Pontificia Universidade Catolica do Rio de Janeiro,Rio de Janeiro,Brazil,Article,FALSE,14703572
,,,,,,,,,,UC Merced,Merced,United States,,,
,,,,,,,,,,Universidade Federal do Rio de Janeiro,Rio de Janeiro,Brazil,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85067872465,"On humanitarian virality: Kony 2012, or, the rise and fall of a pictorial artifact in the digital age",Kurasawa F.,Visual Communication,17413214,18,3,399-423,8/1/2019,0,York University,Toronto,Canada,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85067639919,Photojournalism as political encounter: western news photography in the 2015 migration ‘crisis’,Chouliaraki L.,Visual Communication,17413214,18,3,311-331,8/1/2019,2,London School of Economics and Political Science,London,United Kingdom,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85067012362,Human rights collectives as visual experts: the case of Syrian Archive,Ristovska S.,Visual Communication,17413214,18,3,333-351,8/1/2019,0,University of Colorado Boulder,Boulder,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85065645651,Special Issue: The visual politics of the human,Chouliaraki L.,Visual Communication,17413214,18,3,301-309,8/1/2019,3,London School of Economics and Political Science,London,United Kingdom,Editorial,TRUE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85064704748,An aesthetics of the human: Peru’s Ojo que Llora memorial,Greeley R.,Visual Communication,17413214,18,3,353-377,8/1/2019,0,University of Connecticut,Storrs,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85062450084,The monument to the children of Villatina: commemorating innocent child victims in the context of lethally stigmatized youth in Colombia,Reyes A.M.,Visual Communication,17413214,18,3,379-398,8/1/2019,0,Boston University,Boston,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063155305,“You are what you are in this world”: visual framing and exemplification in media coverage of the Guttenfelder Instagram photographs from North Korea,Holiday S.,Visual Communication,17413214,18,2,231-250,5/1/2019,1,,,,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063140254,The production of narrative through static imagery: examples from a peculiar medieval illustration,Peterson M.,Visual Communication,17413214,18,2,279-293,5/1/2019,0,NC State University,Raleigh,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85060570550,Changes in working practices in a rural community of Romania,Csesznek C.,Visual Communication,17413214,18,2,189-204,5/1/2019,0,Universitatea Transilvania din Brasov,Brasov,Romania,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85044068763,Forty years of IKEA kitchens and the rise of a neoliberal control of domestic space,Ledin P.,Visual Communication,17413214,18,2,165-187,5/1/2019,3,Södertörn University,Huddinge,Sweden,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85043341506,Building knowledge through images in physics,Doran Y.,Visual Communication,17413214,18,2,251-277,5/1/2019,1,The University of Sydney,Sydney,Australia,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85041576511,Exploring the affordances of digital storytelling in a media-arts restorative justice program,Morris J.,Visual Communication,17413214,18,2,205-230,5/1/2019,0,"University of California, Los Angeles",Los Angeles,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058859839,Photographic and cinematic appropriation of atrocity images from Cambodia: auto-genocide in Western museum culture and The Missing Picture,Wagner K.,Visual Communication,17413214,18,1,83-106,2/1/2019,0,University College London,London,United Kingdom,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058853802,Studies in the efficacy of motion graphics: the relation between expository motion graphics and the presence of naïve realism,Barnes S.R.,Visual Communication,17413214,18,1,135-158,2/1/2019,1,The University of North Carolina at Chapel Hill,Chapel Hill,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058850454,"Utopia, nostalgia, and femininity: visually promoting the Chinese Dream",Sun Z.,Visual Communication,17413214,18,1,107-133,2/1/2019,1,Macau University of Science and Technology,Taipa,Macao,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85058519466,Editorial,Adami E.,Visual Communication,17413214,18,1,3,2/1/2019,0,,,,Editorial,TRUE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85047908319,Calibrating the ‘right values’: the role of critical inquiry tasks in social studies textbooks,Myskow G.,Visual Communication,17413214,18,1,31-54,2/1/2019,5,Keio University,Tokyo,Japan,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85045791796,The semantic and syntactic qualities of paneling in students’ graphic narratives,Pantaleo S.,Visual Communication,17413214,18,1,55-81,2/1/2019,6,University of Victoria,Victoria,Canada,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85044041503,A multimodal approach to visual thinking: the scientific sketchnote,Fernández-Fontecha A.,Visual Communication,17413214,18,1,29-May,2/1/2019,8,Universidad de La Rioja,Logrono,Spain,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85077386909,The graphics of carving,Thomson E.M.,Visual Communication,17413214,,,null,1/1/2019,0,,,,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85077362370,Animating the subjugated past: digital greeting cards as a form of counter-memory,Makhortykh M.,Visual Communication,17413214,,,null,1/1/2019,0,Universiteit van Amsterdam,Amsterdam,Netherlands,Article,TRUE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85077064640,Faceless government: civic action in media photographs during the Venezuelan anti-governmental protests of 2017,Salojärvi V.,Visual Communication,17413214,,,null,1/1/2019,0,Helsingin Yliopisto,Helsinki,Finland,Article,TRUE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85076588188,Accelerating semogenesis: an ecosocial approach to photography,Johannessen C.,Visual Communication,17413214,,,null,1/1/2019,0,Syddansk Universitet,Odense,Denmark,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85076029075,Image substitutes and visual fake history: historical images of atrocity of the Ukrainian famine 1932–1933 on social media,Zhukova E.,Visual Communication,17413214,,,null,1/1/2019,1,Københavns Universitet,Copenhagen,Denmark,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85075340949,From ‘no dogs here!’ to ‘beware of the dog!’: restricting dog signs as a reflection of social norms,Halonen M.,Visual Communication,17413214,,,null,1/1/2019,0,University of Jyvaskyla,Jyvaskyla,Finland,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85075149323,Heroes or criminals: discursive representation of cancer patients in health awareness advertisements,Ho J.,Visual Communication,17413214,,,null,1/1/2019,1,"Lingnan University, Hong Kong",Hong Kong,Hong Kong,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85074435864,Bringing metaphors back to the streets: a corpus-based study for the identification and interpretation of rhetorical figures in street art,Stampoulidis G.,Visual Communication,17413214,,,null,1/1/2019,0,Lunds Universitet,Lund,Sweden,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85074072457,Scenarios of countercultural representation: an analysis of inventory books’ visualities,Henrickson L.,Visual Communication,17413214,,,null,1/1/2019,0,Loughborough University,Loughborough,United Kingdom,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85073937973,Warmth portrayals to recruit students into science majors,Zahry N.,Visual Communication,17413214,,,null,1/1/2019,0,University of Tennessee at Chattanooga,Chattanooga,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85072076623,The shared stories that written words tell when no one is reading: exploring modality in typographic landscapes as an ecosocial semiotic system,Pescatore Frisk R.,Visual Communication,17413214,,,null,1/1/2019,0,Universiteit Antwerpen,Antwerpen,Belgium,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85070386131,Refugee artists and memories of displacement: a visual semiotics analysis,Catalani A.,Visual Communication,17413214,,,null,1/1/2019,0,University of Lincoln,Lincoln,United Kingdom,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85070262446,Multimodal content analysis: expanding analytical approaches to content analysis,Serafini F.,Visual Communication,17413214,,,null,1/1/2019,3,Arizona State University Downtown Phoenix Campus,Phoenix,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85069852399,Aurora musis amica<sup>1</sup>,Poppi F.I.M.,Visual Communication,17413214,,,null,1/1/2019,0,Sechenov First Moscow State Medical University,Moscow,Russian Federation,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85068923440,Visual transcriptions as socio-technical assemblages,Aarsand P.,Visual Communication,17413214,,,null,1/1/2019,0,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85068374230,Signs of understanding and turns-as-actions: a multimodal analysis of deaf–hearing interaction,Adami E.,Visual Communication,17413214,,,null,1/1/2019,0,University of Leeds,Leeds,United Kingdom,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85068320342,‘Writing’ oneself into tragedy: visual user practices and spectatorship of the Alan Kurdi images on Instagram,Geboers M.,Visual Communication,17413214,,,null,1/1/2019,0,"Hogeschool van Amsterdam, University of Applied Sciences",Amsterdam,Netherlands,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85068056334,Multimodal engagement strategy focusing on a multi-layered voice concept: theory of persuasion in Japanese insurance TV commercials,Svetanant C.,Visual Communication,17413214,,,null,1/1/2019,4,Macquarie University,Sydney,Australia,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85066844356,The use of statistics to define taxonomies of film voices: a practical approach to documentary classification,Villanueva Baselga S.,Visual Communication,17413214,,,null,1/1/2019,0,Universitat de Barcelona,Barcelona,Spain,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85066270921,On the track of visual style: a diachronic study of page composition in comics and its functional motivation,Bateman J.,Visual Communication,17413214,,,null,1/1/2019,1,University of Bremen,Bremen,Germany,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063522620,Insertion or voice-off in rendition of graphic codes: an experiment in Persian dubbing,Mehdizadkhani M.,Visual Communication,17413214,,,null,1/1/2019,2,Ferdowsi University of Mashhad,Mashhad,Iran,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063318107,Creating engagement with solutions visuals: testing the effects of problem-oriented versus solution-oriented photojournalism,Dahmen N.,Visual Communication,17413214,,,null,1/1/2019,1,University of Oregon,Eugene,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85063081709,Shifting toward a humanized perspective? Visual framing analysis of the coverage of refugees on CNN and Spiegel Online before and after the iconic photo publication of Alan Kurdi,Hellmueller L.,Visual Communication,17413214,,,null,1/1/2019,1,University of Houston,Houston,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85060676269,People of immigrant and refugee background sharing experiences of mental health recovery: reflections and recommendations on using digital storytelling,McDonough S.,Visual Communication,17413214,,,null,1/1/2019,1,La Trobe University,Melbourne,Australia,null,FALSE,14703572
,,,,,,,,,,St. Vincent's Hospital Melbourne,Fitzroy,Australia,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85060574658,Investigating intersemiosis: a systemic functional multimodal discourse analysis of the relationship between language and gesture in classroom discourse,Lim F.,Visual Communication,17413214,,,null,1/1/2019,0,National Institute of Education,Singapore City,Singapore,null,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85054334208,Wandering (at Ease): Lampo Leong’s Chanted Poetry,Mo Z.,Visual Communication,17413214,17,4,479-486,11/1/2018,0,University of Jinan,Jinan,China,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85053209951,Counting on Carrington Road: Street Numbers as Metonyms of the Urban,Crosby A.,Visual Communication,17413214,17,4,433-450,11/1/2018,1,University of Technology Sydney,Sydney,Australia,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85052567814,Visual communication: mobilizing perspectives,Ravelli L.,Visual Communication,17413214,17,4,397-405,11/1/2018,0,,,,Editorial,TRUE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85050294354,Using Kaleidographic to visualize multimodal relations within and across texts,Caple H.,Visual Communication,17413214,17,4,461-474,11/1/2018,0,University of New South Wales (UNSW) Australia,Sydney,Australia,Article,TRUE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85049649027,Facial expressions in comics: an empirical consideration of McCloud’s proposal,Stamenković D.,Visual Communication,17413214,17,4,407-432,11/1/2018,1,University of Niš,Nis,Serbia,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048767500,A creative communication on ecological issues in Nigeria,Morgan T.,Visual Communication,17413214,17,4,451-460,11/1/2018,0,University of Nigeria,Nsukka,Nigeria,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85047388547,VJ Vertov: from the compositing interface to the use of the projection space,García-Crespo O.,Visual Communication,17413214,17,3,363-380,8/1/2018,0,Universidade de Vigo,Vigo,Spain,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85046655995,Special Issue: Analysing digitized visual culture,Wildfeuer J.,Visual Communication,17413214,17,3,271-275,8/1/2018,0,University of Bremen,Bremen,Germany,Editorial,TRUE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85045630389,Data visualization as creative art practice,Li Q.,Visual Communication,17413214,17,3,299-312,8/1/2018,3,Shanghai University of Engineering Science,Shanghai,China,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85045331953,Modality in the digital age,Ravelli L.J.,Visual Communication,17413214,17,3,277-297,8/1/2018,4,University of New South Wales (UNSW) Australia,Sydney,Australia,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85044503287,The sliding of the signified: multimodal sign operations in a youth-created experimental digital video,Ranker J.,Visual Communication,17413214,17,3,337-362,8/1/2018,2,Portland State University,Portland,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85044045871,Reasons for relating representations when reading digital multimodal science information,Sivle A.,Visual Communication,17413214,17,3,313-336,8/1/2018,2,Meteorologisk institutt,Oslo,Norway,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85049609207,How language and image construct synaesthetic metaphors in print advertising,Bolognesi M.,Visual Communication,17413214,,,null,7/1/2018,2,University of Oxford,Oxford,United Kingdom,null,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048817232,Reactions to Brexit in images: a multimodal content analysis of shared visual content on Flickr,Bouko C.,Visual Communication,17413214,,,null,6/1/2018,1,,,,null,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048171929,Nostalgic environmentalities in the EPA’s Documerica and State of the Environment projects,Greenwalt D.,Visual Communication,17413214,,,null,6/1/2018,0,Pennsylvania State University,University Park,United States,null,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85048109735,426–430 Ashley road,Hass G.,Visual Communication,17413214,,,null,6/1/2018,0,Arts University Bournemouth,Poole,United Kingdom,null,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85044614320,Design follows politics? The visualization of political orientation in newspaper page layout,Schindler J.,Visual Communication,17413214,17,2,141-161,5/1/2018,0,Ludwig-Maximilians-Universität München,Munich,Germany,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85044593520,Photomaps: A Visual Taxonomy,Tovey R.,Visual Communication,17413214,17,2,209-220,5/1/2018,0,Coventry University,Coventry,United Kingdom,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85044591901,Which way did he go? Film lateral movement and spectator interpretation,Egizii M.,Visual Communication,17413214,17,2,221-243,5/1/2018,2,Cleveland State University,Cleveland,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85044587331,Vertical video: rupturing the aesthetic paradigm,Ryan K.,Visual Communication,17413214,17,2,245-261,5/1/2018,0,University of Colorado Boulder,Boulder,United States,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85044573609,Clothing and meaning making: a multimodal approach to women’s abayas,Bouvier G.,Visual Communication,17413214,17,2,187-207,5/1/2018,1,Maynooth University,Maynooth,Ireland,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85044570049,The challenge of simple graphics for multimodal studies: articulation and time scales in fuel retail logos,Johannessen C.M.,Visual Communication,17413214,17,2,163-185,5/1/2018,0,Syddansk Universitet,Odense,Denmark,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
https://api.elsevier.com/content/abstract/scopus_id/85038878440,Who’s devising your theatre experience? A director’s approach to inclusive theatre for blind and low vision theatregoers,Naraine M.D.,Visual Communication,17413214,17,1,113-133,2/1/2018,0,Ryerson University,Toronto,Canada,Article,FALSE,14703572
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
